"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 06:04:10 GMT 2023","Tue Apr 18 06:04:21 GMT 2023","10569","","exampleTest.spec.ts","","","","has title",""
