"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 20:20:53 GMT 2023","Mon Apr 17 20:21:01 GMT 2023","7822","","exampleTest.spec.ts","","","","has title",""
