"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 18:16:16 GMT 2023","Mon Apr 17 18:16:29 GMT 2023","12876","","exampleTest.spec.ts","","","","has title",""
