"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 17:35:25 GMT 2023","Mon Apr 17 17:35:26 GMT 2023","1177","","exampleTest.spec.ts","","","","has title",""
