"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 19:32:47 GMT 2023","Mon Apr 17 19:32:53 GMT 2023","6053","","exampleTest.spec.ts","","","","has title",""
