"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 19:10:59 GMT 2023","Mon Apr 17 19:11:00 GMT 2023","1004","","exampleTest.spec.ts","","","","has title",""
