"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 06:06:47 GMT 2023","Tue Apr 18 06:06:54 GMT 2023","6775","","exampleTest.spec.ts","","","","has title",""
