"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 14:00:56 GMT 2023","Mon Apr 17 14:01:06 GMT 2023","9656","","exampleTest.spec.ts","","","","has title",""
