"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 14:29:37 GMT 2023","Mon Apr 17 14:29:39 GMT 2023","1365","","exampleTest.spec.ts","","","","has title",""
