"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 17:19:51 GMT 2023","Mon Apr 17 17:19:53 GMT 2023","1132","","exampleTest.spec.ts","","","","has title",""
