"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 09:36:57 GMT 2023","Tue Apr 18 09:36:59 GMT 2023","1308","","exampleTest.spec.ts","","","","has title",""
