"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 19:53:45 GMT 2023","Mon Apr 17 19:53:55 GMT 2023","10470","","exampleTest.spec.ts","","","","has title",""
