"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 09:42:16 GMT 2023","Tue Apr 18 09:42:26 GMT 2023","9259","","exampleTest.spec.ts","","","","has title",""
