"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 07:28:53 GMT 2023","Tue Apr 18 07:28:54 GMT 2023","1494","","exampleTest.spec.ts","","","","has title",""
