"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 17:07:06 GMT 2023","Mon Apr 17 17:07:08 GMT 2023","1957","","exampleTest.spec.ts","","","","has title",""
